movie_title,wiki_summary
The Deadly Cure (1996),Outbreak is a 1995 American medical disaster film directed by Wolfgang Petersen and written by Laurence Dworet and Robert Roy Pool.
The Innocent (1994),"The Innocent is a 1994 American thriller crime drama made-for-television film directed by Mimi Leder and starring Kelsey Grammer, Polly Draper, and Jeff Kober."
Theodore Rex (1995),"Theodore Rex, also known as T. Rex, is a 1996 buddy cop science-fiction comedy film written and directed by Jonathan Betuel and starring Whoopi Goldberg."
They Made Me a Criminal (1939),"They Made Me a Criminal is a 1939 American crime-drama film directed by Busby Berkeley and starring John Garfield, Claude Rains, and The Dead End Kids."
"Thin Blue Line, The (1988)","The Thin Blue Line is a 1988 American documentary film by Errol Morris, about the trial and conviction of Randall Dale Adams for the 1976 shooting of Dallas police officer Robert W. Wood."
"Thin Line Between Love and Hate, A (1996)",A Thin Line Between Love and Hate is a 1996 American romantic farce comedy drama film.
"Thin Man, The (1934)",The Thin Man is a 1934 American pre-Code comedy-mystery film directed by W. S. Van Dyke and based on the 1934 novel of the same name by Dashiell Hammett.
Things to Do in Denver when You're Dead (1995),Dame Olivia Newton-John  (26 September 1948 – 8 August 2022) was a British and Australian singer and actress.
Thinner (1996),Thinner (marketed as Stephen King's Thinner) is a 1996 American body horror film directed by Tom Holland and written by Michael McDowell and Holland.
"Third Man, The (1949)","The Third Man is a 1949 film noir directed by Carol Reed, written by Graham Greene, and starring Joseph Cotten, Alida Valli, Orson Welles, and Trevor Howard, set in postwar Vienna."
Thirty-Two Short Films About Glenn Gould (1993),"Thirty Two Short Films About Glenn Gould is a 1993 Canadian biographical anthology film about the pianist Glenn Gould, played by Colm Feore."
This Is Spinal Tap (1984),This Is Spinal Tap (also known as This Is Spın̈al Tap: A Rockumentary by Martin Di Bergi) is a 1984 American mockumentary film co-written and directed by Rob Reiner (in his feature directorial debut).
"Thousand Acres, A (1997)","A Thousand Acres is a 1997 American drama film directed by Jocelyn Moorhouse and starring Michelle Pfeiffer, Jessica Lange, Jennifer Jason Leigh and Jason Robards."
"Three Caballeros, The (1945)",The Three Caballeros is a 1944 American live-action and animated musical propaganda anthology film produced by Walt Disney and released by RKO Radio Pictures.
Three Colors: Blue (1993),"The Three Colours trilogy (French: Trois couleurs, Polish: Trzy kolory) is the collective title of three psychological drama films directed by Krzysztof Kieślowski: Three Colours: Blue (1993), Three Colours: White (1994), and Three Colours: Red (1994), represented by the Flag of France."
Three Colors: Red (1994),"The Three Colours trilogy (French: Trois couleurs, Polish: Trzy kolory) is the collective title of three psychological drama films directed by Krzysztof Kieślowski: Three Colours: Blue (1993), Three Colours: White (1994), and Three Colours: Red (1994), represented by the Flag of France."
Three Colors: White (1994),"The Three Colours trilogy (French: Trois couleurs, Polish: Trzy kolory) is the collective title of three psychological drama films directed by Krzysztof Kieślowski: Three Colours: Blue (1993), Three Colours: White (1994), and Three Colours: Red (1994), represented by the Flag of France."
Three Lives and Only One Death (1996),Three Lives and Only One Death (French: Trois vies et une seule mort) is a 1996 French surrealist film directed by Chilean filmmaker Raúl Ruiz.
Three Wishes (1995),"Three Wishes is a 1995 American fantasy drama film directed by Martha Coolidge and starring Patrick Swayze, Mary Elizabeth Mastrantonio and Joseph Mazzello."
Threesome (1994),"Threesome is a 1994 American erotic dramedy film, written and directed by Andrew Fleming and starring Lara Flynn Boyle, Stephen Baldwin and Josh Charles."
Tie Me Up! Tie Me Down! (1990),Tie Me Up!
"Tie That Binds, The (1995)","The Tie That Binds is a 1995 thriller film directed by screenwriter Wesley Strick and starring Daryl Hannah, Keith Carradine, Vincent Spano, Moira Kelly and Julia Devin."
"Time to Kill, A (1996)",A Time to Kill is a 1996 American legal drama film based on John Grisham's 1989 novel of the same name.
Timecop (1994),Timecop is a 1994 American science fiction action film directed by Peter Hyams and co-written by Mike Richardson and Mark Verheiden.
Tin Cup (1996),"Tin Cup is a 1996 American romantic comedy and sports film co-written and directed by Ron Shelton, and starring Kevin Costner and Rene Russo with Cheech Marin and Don Johnson in major supporting roles."
"Tin Drum, The (Blechtrommel, Die) (1979)","The Tin Drum (German: Die Blechtrommel) is a 1979 film adaptation of Günter Grass' novel of the same title, directed by Volker Schlöndorff from a screenplay co-written with Jean-Claude Carrière and Franz Seitz."
Tin Men (1987),"Tin Men is a 1987 American comedy film written and directed by Barry Levinson, produced by Mark Johnson, and starring Richard Dreyfuss, Danny DeVito, and Barbara Hershey."
Titanic (1997),"Titanic is a 1997 American romantic disaster film directed, written, produced, and co-edited by James Cameron."
To Be or Not to Be (1942),"To Be or Not to Be is a 1942 American comedy film directed by Ernst Lubitsch, starring Carole Lombard and Jack Benny, and featuring Robert Stack, Felix Bressart, Lionel Atwill, Stanley Ridges and Sig Ruman."
To Catch a Thief (1955),"To Catch a Thief is a 1955 American romantic thriller film directed by Alfred Hitchcock, from a screenplay by John Michael Hayes based on the 1952 novel of the same name by David Dodge."
To Cross the Rubicon (1991),"Leslie Richard ""Arliss"" Howard (born October 18, 1954) is an American actor, screenwriter, and film director."
To Die For (1995),"To Die For is a 1995 satirical black comedy film directed by Gus Van Sant, and written by Buck Henry based on Joyce Maynard‘s novel of the same name, which in turn was inspired by the story of Pamela Smart."
To Gillian on Her 37th Birthday (1996),To Gillian on Her 37th Birthday is a 1996 American romantic drama film directed by Michael Pressman and adapted by David E. Kelley from the play of the same name by Michael Brady.
"To Have, or Not (1995)","To Have and Have Not is a 1944 American romantic war adventure film directed by Howard Hawks, loosely based on Ernest Hemingway's 1937 novel of the same name."
To Kill a Mockingbird (1962),To Kill a Mockingbird is a 1962 American coming-of-age legal drama crime film directed by Robert Mulligan.
To Live (Huozhe) (1994),"To Live, also titled Lifetimes in some English versions, is a 1994 Chinese drama film directed by Zhang Yimou and written by Lu Wei, based on the novel of the same name by Yu Hua."
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","To Wong Foo, Thanks for Everything!"
Tokyo Fist (1995),"Tokyo Fist (東京フィスト, ＴＯＫＹＯ　ＦＩＳＴ) is a 1995 Japanese film."
Tom & Viv (1994),"Tom & Viv is a 1994 historical drama film directed by Brian Gilbert, based on the 1984 play of the same name by British playwright Michael Hastings about the early love life of American poet T. S. Eliot."
Tom and Huck (1995),"Tom and Huck is a 1995 American adventure comedy-drama film based on Mark Twain's 1876 novel The Adventures of Tom Sawyer, and starring Jonathan Taylor Thomas, Brad Renfro, Mike McShane, Eric Schweig, and Amy Wright."
Tombstone (1993),"Tombstone is a 1993 American Western film directed by George P. Cosmatos, written by Kevin Jarre (who was also the original director, but was replaced early in production), and starring Kurt Russell and Val Kilmer, with Sam Elliott, Bill Paxton, Powers Boothe, Michael Biehn, and Dana Delany in supporting roles, as well as narration by Robert Mitchum."
Tommy Boy (1995),"Tommy Boy is a 1995 American buddy comedy film directed by Peter Segal, written by Bonnie and Terry Turner, produced by Lorne Michaels, and starring former Saturday Night Live castmates and close friends Chris Farley and David Spade."
Tomorrow Never Dies (1997),"Tomorrow Never Dies is a 1997 spy film, the eighteenth in the James Bond series produced by Eon Productions and the second to star Pierce Brosnan as fictional MI6 agent James Bond."
Top Gun (1986),"Top Gun is a 1986 American action drama film directed by Tony Scott and produced by Don Simpson and Jerry Bruckheimer, with distribution by Paramount Pictures."
Top Hat (1935),"Top Hat is a 1935 American musical screwball comedy film in which Fred Astaire plays an American tap dancer named Jerry Travers, who comes to London to star in a show produced by Horace Hardwick (Edward Everett Horton)."
Touch (1997),Touch is a 1997 American black comedy drama film written and directed by Paul Schrader.
Touch of Evil (1958),"Touch of Evil is a 1958 American film noir written and directed by Orson Welles, who also stars in the film."
Touki Bouki (Journey of the Hyena) (1973),"Touki Bouki (pronounced [tukki bukki], Wolof for The Journey of the Hyena) is a 1973 Senegalese drama film, directed by Djibril Diop Mambéty."
Toy Story (1995),Toy Story is a 1995 American animated comedy film produced by Pixar Animation Studios and released by Walt Disney Pictures.
Trainspotting (1996),"Trainspotting is a 1996 British black comedy-drama film directed by Danny Boyle and starring Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle, and Kelly Macdonald in her film debut."
"Transformers: The Movie, The (1986)",The Transformers: The Movie is a 1986 animated science fiction action film based on the Transformers television series.
Traveller (1997),Traveller is a 1997 American crime comedy-drama film directed by Jack N. Green in his directorial debut.
"Treasure of the Sierra Madre, The (1948)",The Treasure of the Sierra Madre is a 1948 American Western film written and directed by John Huston.
Trees Lounge (1996),Trees Lounge is a 1996 American comedy-drama film and the debut of Steve Buscemi as writer and director.
Trial and Error (1997),"Trial and Error is a 1997 American comedy film directed by Jonathan Lynn and starring Michael Richards, Jeff Daniels and Charlize Theron."
Trial by Jury (1994),"Trial by Jury is a 1994 American legal thriller film directed by Heywood Gould and starring Joanne Whalley-Kilmer, Gabriel Byrne, Armand Assante, Peter McAlpine and William Hurt."
"Trigger Effect, The (1996)","The Trigger Effect is a 1996 American thriller film written and directed by David Koepp and starring Kyle MacLachlan, Elisabeth Shue and Dermot Mulroney."
True Lies (1994),"True Lies is a 1994 American action comedy film written and directed by James Cameron, based on the 1991 French comedy film La Totale!."
True Romance (1993),True Romance (released in the Philippines as Breakaway) is a 1993 American romantic crime film directed by Tony Scott and written by Quentin Tarantino.
"Truman Show, The (1998)","The Truman Show is a 1998 American comedy-drama film directed by Peter Weir, produced by Scott Rudin, Andrew Niccol, Edward S. Feldman, and Adam Schroeder, and written by Niccol."
Trust (1990),Trust is a 1990 American romantic black comedy film written and directed by Hal Hartley and starring Adrienne Shelly and Martin Donovan.
"Truth About Cats & Dogs, The (1996)",The Truth About Cats & Dogs is a 1996 American romantic comedy film directed by Michael Lehmann and written by Audrey Wells.
"Truth or Consequences, N.M. (1997)","Truth or Consequences, N.M. is a 1997 American neo-noir film directed by Kiefer Sutherland starring Sutherland, Vincent Gallo, Mykelti Williamson, Kevin Pollak, Max Perlich, Rod Steiger and Kim Dickens among others."
